a,b,diff,d,e,41.4303924,17.0251642
00994,1,59,tiadenipa ssamoqquiri tiquenani tibodideni huatonissa tejerajaro nejecojaro huimana deni tojajaro deodsa dada toqquimahuajicca orona deni tojajaroqui dada toqquimacca odsana deni tojajarorane jehe dada toqquimacca odsana deo pocca najarodsa oroda idsimemanedsana deo pocca tojajaro najaro aji dada toqquimana deni tojajaropaji,tiadenipe ssamoqquiri tiquenani tibodideni uatonissa terrerarraro nerrecorraro uimana deni torrarraro deoza dada toqquimauarricca orona deni torrarraroqui dada toqquimacca ozana deni torrarrarorane rrehe dada toqquimacca ozana deo pocca narraroza oro da izimemanazana deo pocca torrarraro narraroa arri dada toqquimana deni torrarraroparri,,
00994,3,59,tiadenipa ssamoqquiri tiquenani tibodideni huatonissa tejerajaro nejecojaro huimana deni tojajaro deodsa dada toqquimahuajicca orona deni tojajaroqui dada toqquimacca odsana deni tojajarorane jehe dada toqquimacca odsana deo pocca najarodsa oro da idsimemanadsana deo pocca tojajaro najaro aji dada toqquimana deni tojajaropaji n,tiadenipe ssamoqquiri tiquenani tibodideni uatonissa terrerarraro nerrecorraro uimana deni torrarraro deoza dada toqquimauarricca orona deni torrarraroqui dada toqquimacca ozana deni torrarrarorane rrehe dada toqquimacca ozana deo pocca narraroza oro da izimemanazana deo pocca torrarraro narraroa arri dada toqquimana deni torrarraroparri,,
01234,5,59,nadsapa paso dsojo icanajonemanedsa badsima qqui toquenadsa pirato pohua dsepe ssahuade tojadsapa huati tajari ajajari madija dsoqquehui huajinepe occa huima-jerani pohua emene toccahuihuajine jehe onejerajaro najarope ticcadeni huima nade piraton,nazapa passo zorro icanarronemaneza bazima qqui toquenaza pirato poua zepe ssauade torrazapa uati tarrari —arrarrari madirra zoqqueuiuarrinepe occa uima rrerani poua emene toccauiuarrine rrehe onerrerarraro narrarope ticcadeni uima nade pirato,,
01319,4,59,pohadenidsa huati tajari jina ohuadsa ticadaridsaji ohua timade tiquejenedsape tiadeni onahuattabaqquini huajine taidepi abadsa tidsepedeni ijimana poraha jidapanape madija ohuadsa toquejenahui huajinena tidsepedeni ijimananitohui onajaro najari seso,pouadeniza uati tarrari —rrina ouaza ticadarizarri ouatimade tiquerrenezape tiadeni onauattabaqquiniuarrine taidepe abaza tizepedeni irrimanaporaha rridapanape madirra ouaza toquerrenauiuarrinena tizepedeni irrimananitoui onarraro narrari zeso,,
01496,2,59,naraha seso tahui mari madija huati huati toquenahui mittajaro nema najaroa aji seso tohui tocca jaro paji poni bodinipe pocca eterosara bara onesape ono mini tohui najaro madija sitocanaja najonaraha amonejecoma tajarope seso nattihuaji tocca misesa tohuajire sisi nesa pocca eterodsa bara najaro,naraha zeso tauimari madirra uati uati toquenaui mittarraro nema narraroa arri zesotoui toccarraroparri poni bodinipe —pocca eterozara bara onezape onominitoui narraro madirra si tocanarra narronaraha amonerre coma tarrarope zeso nattiuarri toccamisseza touarriressissi neza pocca eteroza bara narraro,,
01626,3,59,desopa coridsa jippehuaji bacco nanipomadsa nahuicca idsajaia potemahui jodeodeni mota marinaja pariseodsa jehe quenajaridenipa pohua qquide jahuijonajari jesodsa bacco quenadsapa pohua teseje ajahuaji huati ajahuaji huati quenajari,zesopa coriza rrippeuarri bacco nanipomaza nauicca izarraeo potemaui zodeodeni mota marinarra parizeoza rrehe quenarraridenipa poua qquide rrauirronarrari zesoza bacco quenazapa poua tezerre arrauarri uati arrauarri uati quenarrari,,
02464,3,59,jesupa simoo poa bodiza atthi atthi navi navato taza vima ahima naharo vati tahari makkhidehe pamaa pa ziniro dada nanaha navi vahi dihi kenahari ohariapa ziniro kharara qt denario dihi nahari madiha oaapa ct denario dihi nahari,zesopa simao poua bodiza atti atti naui nauato taza uima arrima narraro uati tarrari —maqquiderre pamahapa ziniro dada nanarra nauiuarri dirri quenarrari orrariapa ziniro ccarara denario dirri narrari madirra ouahapa denario dirri narrari,,
02605,4,59,nadsapa dsohuao jesodsa huati tajari ohua dsodsosede madija ohuaha tia oni huanadsa madija bodicca tocorime siri madidsajari dsose ininehui qqui inade naraha pohuapa iadsa ccaridsajaradsa pohuadsa pepeji taji poni inade najari dsohuao n,nazapa zouao zesoza uati tarrari —oua zozossede madirra ouaha tia oni ua naza madirra bodicca tocorime siri madizarrari zosse inineui qqui inade naraha pouapa iaza ccariza rraraza pouaza peperri tarri poni inade narrari zouao,,
02923,5,59,nadsapa huima onihi naqui huati tajari amonejepe dsiniro ccarara dejinehe cajiraha ponicca dsiniro cajarie amosicanedsape qquide damera tejeraqui damera tajaro jojororo ique huessidsa ponicca odsadsa johue naridsajaro ponicca dsinirotohui moaradsa qqui naridsanissa tajaron,nazapa uima onihi naqui uati tarrari —amonerrepe ziniro ccarara nehe carriraha ponicca ziniro carrarie amossi canezape qquide damera terreraqui damera tarraro rrorrororo iqueuessiza ponicca ozaza rroue narizarraro ponicca zinirotoui mouaraza qqui narizanissa tarraro,,
03297,4,59,nanaja jesopa catta huajanihui nadsa pedro icattoma najari nadsapa pedro pohuadsa jeso huati tapojaricca huima bodi huatomanejari nidsa ajijaro dsome ssihuajare cossanihuaji tacara huahua najaraccadsa tetti tinamaedsani t nanitohui napohui naden,nanarra zesopa cattauarraniui naza pedoro icattoma narrari nazapa pedoro pouaza zeso uati taporraricca uima bodi uatomanirrari —niza arrirraro zome ssiuarraricossaniuarri tacara uaua narraraccaza tetti tinamaizani nanitoui napoui nade,,
03335,6,59,seso ahua porimacossani dsojo ineraha jao tojadsa isso teppeppe denipa simo dama ijidsema nadsa icadsossemanajari manaco tia ajajaricca ahua porimacossani dsojo tinaji quenajari nadsapa ahua porimacossani simo johuidsa ibarimanedsa dseso natti dsojo inamissajaron,zeso aua porimacossani zorro ineraha rrao torraza isso teppeppedenipa simao dama irrizemanaza icazossemanarrari —manaco tia arrarraricca aua porimacossani zorro tinarri quenarrari nazapa aua porimacossani simao rrouiza ibarimaneza zeso natti zorro inamissarraro,,
03387,4,59,najari madija pamajarideni ojaria quereopa pohuana dsesodsa huati tajari tia naqui jerusale uaji pascuaacca ejetetohui timaderaa huima dsati samo tinajaroqui aji jerusalecca huimadsati badsima nahuatoqquiri ineraha tiaha samo tinani ojari tajarorane najari,narrari madirra pamarrarideni orraria creopa pouana zesoza uati tarrari —tia naqui zerozareuarri pascoacca erretetoui timadiraha uima zati ssamo tinarraroqui arri zerozarecca uima zati bazima nauatoqquiri ineraha tiaha ssamo tinani orrari tarrarorane narrari,,
03437,3,59,madija diocca ejedeni toquejenahuihuajinecca huimape pina madija tosonajaricca huimassa nejerani pina maqquideje amoneje tohuini nadsa inajihuedsa ejedeni tosonedsaticca huimassa nejerani naraha diojine pocca ejedeni toquejenajaripa dio pohuajinena bodideni dsati totoja najaro,madirra deocca erredeni toquerrenauiuarrinecca uimape pina madirra tossonarraricca uimassa nerrerani pina maqquiderre amonerre touini naza inarriueza erredeni tossonezaticca uimassa nerrerani naraha deorrine pocca erredeni toquerrenarraripa deo pouarrinena bodideni zati totorra narraro,,
03531,2,59,nadsapa dsohua huatimadedeni jahui tojanidsapa dsohuaodsa huati toquenade ia maride maitta hueni jorodao jippehuaji tiadsa bacco tajari pohua tahuimari huati huati titinanajaripa madija passo dopanidsa niquide tojahui badsima pohuahuaji jajahui toja nahui quenade,nazapa zouao uatimadedeni rraui torranizapa zouaoza uati toquenade —ia maride maitta ueni zorodao rrippeuarri tiaza bacco tarrari poua tauimari uati uati titinanarraripa madirra passo dopaniza niquide torraui bazima pouauarri rrarraui torra naui quenade,,
03804,3,59,madija dsodsosse tojajaripa pohua dsodsossedecca dsodsosse tojaraha pohua dsodsossededsa nama dsanapojara tahui dsodsosse tojajaripa pina madija pohua pocca ejedenissa najarahui madijacca ejedenipa pocca abidsa nama dsanapojari,madirra zozosse torrarraripa poua zozossedecca zozosse torraraha poua zozossedeza nama zanaporrara taui zozosse torrarraripa pina madirra poua pocca erredenissa narraraui madirracca erredenipa pocca abiza nama zanaporrari,,
04342,2,59,naraha dio corime ccajonabote nahui tibodidenidsa toja ridsadsana pocca dacorehe ticajimananitohui nadsana otahuimari maride tiquejenaridsanihuajine aji timadimananicca odsa panani jerosaredsa maride tiquejena ticcadeni dsama jodeadsa maride tiquejena jodea huinorinicca dsama samariadsa maride tiquejena naridsanihuajine onajaro,naraha deo corime ccarronabote naui tibodideniza torrarizezana pocca dacorehe ticarrimananitoui nazana otauimari maride tiquerrenarizaniuarrine arri timadimananicca oza panani zerozareza maride tiquerrena ticcadeni zama zodeaza maride tiquerrena zodea uinorinicca zama samariaza maride tiquerrena narizaniuarrine onarraro,,
04405,4,59,nadsapa dsesocca dsodsosse tabaqquicca marinaja mittemana-dsanapojari badsima queriqquima nadsapa catidserara canajari jijipaqquimana najari djesodsa bodideni huatomahuihuajine naco pao didse narihui jijipemana najari diodsa naco huati huati dsadsanapomana najari,nazapa zesocca zozosse tabaqquicca marinarra mittemana zanaporrari bazima queriqquimanazapa catizerara canarrari rrirripaqquimana narrari zesoza bodideni uatomauiuarrine naco pao dize nariui rrirripemana narrari deoza naco uati uati zazanapomana narrari,,
05055,2,59,madijapa diodsa samoqquiri naporaha dio pohuadeni inajidsobaqquija najonapohui najarajari dio pohuana madijacca huimasiri ina huanajonaporaha jidapanape dsama badsimacca madijadsa pohua attia ticcadeni huimasiridsa pepeji tiquenaji tibodideni tecajiqquimera ridsemanaji najaripaja dio,madirrapa deoza ssamoqquiri naporaha deo pouadeni inarrizobaqquirra narronapoui narrararrari deo pouana madirracca uimasiri inauanarronaporaha rridapanape zama bazimacca madirraza poua attia ticcadeni uimasiriza peperri tiquenarri tibodideni tecarriqquimera rizemanarri narrariparra deo,,
05094,4,59,pohuapa dio atti na ahuato tadsa pocca marinaja daccoredsape najarideni attideni ajamani tojadsa pohuana huima ecomera ecomera dsanapojaro dio atti maitta ccadsama dodso napojaroccadsa marimari nadsapa pohuajine ajijaro huima ahuato tajaro cristo mesia quequenanajaripa deso paja najari,pouapa deo atti nauato taza pocca marinarra dacorezape narrarideni attideni arramani torraza pouana uima ecomera ecomera zanaporraro deo atti maittaccazama dozo naporraroccaza mari mari nazapa pouarrine arrirraro uima auato tarraro —cristo mesia quequenanarraripa zesoparra narrari,,
05147,4,59,nahuidsapa abadsico t canaha madiccajari dsotodepa dsama siriahuaji dajoni imenidsa toccanihuihuajineraha paoro pohua inajidsomanahuihuajine dodiodeni najoremanahui quenahui mittajari nadsapa dsamana occaninihuajine nadsa pohua natti macedoniahuaji todsodonijari,nauizapa abazico canaha madiccarrari zotodepa zama siriauarri darroni imeniza toccaniuiuarrineraha paoro poua inarrizomanauiuarrine zodeodeni narroremanaui quenaui mittarrari nazapa —zamana occaniniuarrine naza poua natti masedoniauarri tozodonirrari,,
05209,3,59,naraha titahuimari pohuama huati huati quenajaridenipa ajama quenajari paoro marimari nanaridsa najaripa moisecca marinaja ecahuemana-jeranihuajine ejedeni imaqquideje dsopori cotani eteroni huissinaja cajimana-jarahuihuajine djodiodenicca madie inebomananihuajine naqui mari-mari nanaridsa najari quenajarin,naraha titauimari pouama uati uati quenarraridenipa arrama quenarrari paoro mari mari nanariza narraripa moizecca marinarra ecauemana rreraniuarrine erredeni maqquiderre zopori cotani eterori uissinarra carrimana rrarauiuarrine zodeodenicca madie inebomananiuarrine naqui mari mari nanariza narrari quenarrari,,
05243,2,59,aji occa huimape dada toqquimadedenicca tamine deni tojajari imejocohuideni tedseje nahuatoqquiri nahui pohuadenidsa pajissa qui tiquenedsape jehe pajissa nama naridsaccade quenahuitohui pohuadenidsa naqui huati onedsape pohuadeni atti huima teppedsa dodso nani ohuadsa da iquenedsape odsa panani damascohuaji poccadeni huima ohuaccajarode,arri occa uimape dada toqquimadedenicca tamine deni torrarrari ime rrocouideni tezerre nauatoqquiri naui pouadeniza parrissaqui tiquenezape rrehe parrissa nama narizaccade quenauitoui pouadeniza naqui uati onezape pouadeni atti uima teppeza dozo nani ouaza da iquenezape oza panani damascouarri poccadeni uima ouaccarrarode,,
05330,3,59,ohuape aji tohuini omadijarope pina ohuimecote dsodiodeni tohuini madimanajarissa najaro najaro aji jicajaridenipa diojine nidsa nahuatonimanahuitohui ihinanajaropaji bicaqquiri najarideni jicajari naco nahuatonimanahuitohui huahidiraqquiri najarideni jicajari naco nahuatonimanahuitohui ihinanajaropaji,ouape arri touini omadirrarope pina ouimecote zodeodeni touini madimanarrarissa narraro narraro arri rricarraridenipa deorrine niza nauatonimanauitoui ihinanarraroparri bicaqquiri narrarideni rricarrari naco nauatonimanauitoui uaidiraqquiri narrarideni rricarrari naco nauatonimanauitoui ihinanarraroparri,,
05395,4,59,pohuadenipa pina dsidsinidsa jahuiridsaraha tia dsosse onajarope noccodeni ssire tinanabaqquihuihuajine nahui dsidsini inebomanadsapa dios jihuejenedsana madimanahuihuajine huimasiri totonanade tocorime taminecca dsossehedsa toquejenaraha nebomanadsapa diodsara toquejenahuihuajine,pouadenipa pina ziziniza rrauirizaraha tia zosse onarrarope noccodeni ssire tinanabaqquiuiuarrine naui zizini nebomanazapa deo ssiuerrenezana madimanauiuarrine uimasiri totonanade tocorime taminecca zosseheza toquerrenaraha nebomanazapa deozara toquerrenauiuarrine,,
05769,0,59,occa madija jodeodeni jesocristodsa toquejenahuihuajine tohuini onedsape ohuaraha ohua ohuaccoredsa diocca huadie ohuadsa ssonarina onabote nani occa madija tocassihuahuerahuihuajine cristodsa pepeji onedsa najidsohue jiquejeranihuaji ojanihuajine bica tani oneraha ssamo tani,occa madirra zodeodeni zeso cristoza toquerrenauiuarrine touini onezape ouara oua ouaccoreza deocca uadie ouaza ssonarina onabote nani occa madirra tocassiuauerauiuarrine cristoza peperri oneza narrizoue rriquerreraniuarri orraniuarrine bica tani oneraha ssamo tani,,
06014,2,59,dio pohua bodi nahuato tadsapa atti ajama najari iape iara nahuatohue iquejini quequenanajaridenipa ohuadsa bacco toquena-jarahuitohui najari pohuapa pocca huima bicani marimari inajarodsa jehe quenajaridenina ina ssihuahua baqquihuihuajine nacassa tajari najaro huima madija motadenidsape pina ponimassa najaro,deo poua bodi nauato tazapa atti arrama narrari — iape iara nauatoue icarrini quequenanarraridenipa ouaza bacco toquena rrarauitoui narrari pouapa pocca uima bicani mari mari inarraroza rrehe quenarraridenina inassiuauabaqquiuiuarrine nacassa tarrari narraro uima madirra motadenizape pina ponimassa narraro,,
06102,4,59,nadsama pocca huima siri saja taridsa-jeranihuajine tinebomanajo pina dsodeodenicca ejete pascoa anidsape pao saja tahuihuajinecca cacajima inebomanajarissa tinanemanajo pina pao dsati cacajima jirahaccassa tiquenaji cristopa itohui dsoqquejari pina icca ehuehue bedi pascoadsa dsoqquejarissa najari,nazama pocca uimasiri ssarra tariza rreraniuarrine tinebomanarro pina zodeodenicca errete pascoa anizape pao ssarra tauiuarrinecca cacarrima inebomanarrarissa tinanemanarro pina pao zati cacarrima rrirahaccassa tiquenarri cristopa itoui zoqquerrari pina icca eueue bedi pascoaza zoqquerrarissa narrari,,
06172,2,59,ticcadeni madie tiadenidsa najo tanihuajine huati onejerani tiadeni acco ocanabaqquini huajinena huati onajaro ia dsodsossede diodsa tidsepedeni ijimana-dsanapodsape pohuadsa timadimananissa tanihuajine huima onihi tohuini tiquenejeredsape dio tohuira dameraqquiri tiquenanihuajine onedsa tiadenidsa dodso onajaro,ticcadeni madie tiadeniza narro taniuarrine uati onerrerani tiadeni acco ocanabaqquiniuarrinena uati onarraro ia zozossede deoza tizepedeni irrimana zanapozape pouaza timadimananissa taniuarrine uima onihi touini tiquenerrerezape deotouira dameraqquiri tiquenaniuarrine oneza tiadeniza dozo onarraro,,
06210,4,59,ohuape jesocristo tahuimari icassihuahuerani huajinecca ohua comeraridsajarope ohuatidsedsa ohuana bica onajaro onejerajaro jeso ohua cadsossedsa pohuadsa odsepe ijijaro pocca dsossenijidsa ibo onedsape oppinehe ohuadsa ssonarirana onajaro,ouape zeso cristo tauimari icassiuaueraniuarrinecca ouacomera rizarrarope ouatizeza —ouana bica onarraro –onerrerarraro zeso oua cazosseza pouaza ozepe irrirraro pocca zossenirriza ibo onezape oppinehe ouaza ssonarirana onarraro,,
06271,3,59,aji amoneje maqquidejedsa nahuato pojarope pajissa naraha ajijaro huima naqui pajissa maqquideje dsotodedeniccapa amonejedenidsa tossone manajonajaria ajijaropaji ajijaro dsamacca badsimapa dio pohuana tahidedsama inahuatoridsa pojari,arri amonerre maqquiderreza nauatoporrarope parrissa naraha arrirraro uima naqui parrissa maqquiderre zotodedeniccapa amonerredeniza tossonemanarronarraria arrirraroparri arrirraro zamacca bazimapa deo pouana taidezama inauatorizaporrari,,
06567,4,59,aji ocasserani inahuanajaro badsimape ponima jerani tiadenidsa huima bicani tojani huajinena inahuanaridsajaro nedsape tiadenidsa madija huahadenidsa naqui diocca tohuati huanehe tojaridsedsa madija huapi taha diodsa jehe abi dio tijine bica tani quenahuitohui pocca deni tojehe pocca biquehe naqui qqui toquenahuitohui,arri ocasserani inauanarraro bazimape ponima rrerani tiadeniza uima bicani torraniuarrinena inauanarizarraro nezape tiadeniza madirra ouahadeniza naqui deocca touati uanehe torrarizeza madirra uapi taha deoza —rrehe abi deo tirrine bica tani quenauitoui pocca deni torrehe pocca biquehe naqui qqui toquenauitoui,,
