"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Crimean Tatar","Institute for Bible Translation, Moscow","O2CRH/IBT","CRHIBTO1DA","audio","Cyrl","crh","CRHIBT"
"Crimean Tatar","Institute for Bible Translation, Moscow","O2CRH/IBT","CRHIBTO2DA","audio_drama","Cyrl","crh","CRHIBT"
"Crimean Tatar","Institute for Bible Translation, Moscow","N2CRH/IBT","CRHIBTP2DV","video_stream","Cyrl","crh","CRHIBT"
"Plains Cree","Contemporary Version","P1CRK/CBS","CRKCBS","text_format","Latn","crk","CRKCBS"
"Plains Cree","Contemporary Version","P1CRK/CBS","CRKCBS","text_plain","Latn","crk","CRKCBS"
"Plains Cree","Contemporary Version","P1CRK/CBS","CRKCBSP1DA","audio","Latn","crk","CRKCBS"
"Plains Cree","Contemporary Version","P1CRK/CBS","CRKCBSP1DA16","audio","Latn","crk","CRKCBS"
"Plains Cree","Kanāci Kihci Masinhikan","N1CRK/WCV","CRKWCV","text_plain","Latn","crk","CRKWCV"
"Plains Cree","Kanāci Kihci Masinhikan","N1CRK/WCV","CRKWCVN1DA","audio","Latn","crk","CRKWCV"
"Plains Cree","Kanāci Kihci Masinhikan","N1CRK/WCV","CRKWCVN1DA16","audio","Latn","crk","CRKWCV"
"El Nayar Cora","1999 Wycliffe Bible Translators Inc.","N2CRN/WBT","CRNWBT","text_plain","Latn","crn","CRNWBT"
"El Nayar Cora","1999 Wycliffe Bible Translators Inc.","N2CRN/WBT","CRNWBTN2DA","audio_drama","Latn","crn","CRNWBT"
"El Nayar Cora","1999 Wycliffe Bible Translators Inc.","N2CRN/WBT","CRNWBTN2DA16","audio_drama","Latn","crn","CRNWBT"
"Crow","Wycliffe Bible Translators Inc.","P1CRO/NAB","CRONABP1DA","audio",NULL,"cro","CRONAC"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMV","text_plain","Latn","crq","CRQCMV"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMV","text_format","Latn","crq","CRQCMV"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMVN1DA","audio","Latn","crq","CRQCMV"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMVN1DA16","audio","Latn","crq","CRQCMV"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMVN2DA","audio_drama","Latn","crq","CRQCMV"
"Manjúi","2015 Misión Nuevas Tribus de Paraguay","N2CRQ/CMV","CRQCMVN2DA16","audio_drama","Latn","crq","CRQCMV"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBS","text_format","Latn","crs","CRSSBS"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBSN1DA","audio","Latn","crs","CRSSBS"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBSN1DA16","audio","Latn","crs","CRSSBS"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBSN2DA","audio_drama","Latn","crs","CRSSBS"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBSN2DA16","audio_drama","Latn","crs","CRSSBS"
"Seselwa Creole French","2013 Bible Society in the Seychelles","N2CRS/SBS","CRSSBSP2DV","video_stream","Latn","crs","CRSSBS"
"Iyojwa'ja Chorote","Sociedad Bíblicas Unidas 1997","N2CRT/BSA","CRTBSA","text_plain","Latn","crt","CRTBSA"
"Iyojwa'ja Chorote","Sociedad Bíblicas Unidas 1997","N2CRT/BSA","CRTBSAN1DA","audio","Latn","crt","CRTBSA"
"Iyojwa'ja Chorote","Sociedad Bíblicas Unidas 1997","N2CRT/BSA","CRTBSAN2DA","audio_drama","Latn","crt","CRTBSA"
"Carrier","2011 Wycliffe Bible Translators, Inc","P1CRX/WYI","CRXWYI","text_format","Latn","crx","CRXWYI"
"Carrier","2011 Wycliffe Bible Translators, Inc","P1CRX/WYI","CRXWYI","text_plain","Latn","crx","CRXWYI"
"Jola-Kasa","2008 Bible League Intl.","N2CSK/ATB","CSKATB","text_plain",NULL,"csk","CSKATB"
"Jola-Kasa","2008 Bible League Intl.","N2CSK/ATB","CSKATBN2DA","audio_drama",NULL,"csk","CSKATB"
"Jola-Kasa","2008 Bible League Intl.","N2CSK/ATB","CSKATBN2DA16","audio_drama",NULL,"csk","CSKATB"
"Jola-Kasa","2008 Bible League Intl.","N2CSK/ATB","CSKATBP2DV","video_stream",NULL,"csk","CSKATB"
"Sochiapam Chinantec","1986 Bible League International","N1CSO/TBL","CSOTBL","text_plain","Latn","cso","CSOTBL"
"Sochiapam Chinantec","1986 Bible League International","N1CSO/TBL","CSOTBLN1DA","audio","Latn","cso","CSOTBL"
"Sochiapam Chinantec","1986 Bible League International","N2CSO/TBL","CSOTBLN2DA","audio_drama","Latn","cso","CSOTBL"
"Sochiapam Chinantec","1986 Bible League International","N2CSO/TBL","CSOTBLP2DV","video_stream","Latn","cso","CSOTBL"
"Siyin Chin","2016 Bible Society of Myanmar","N2CSY/CLV","CSYCLVN1DA","audio","Latn","csy","CSYCLV"
"Siyin Chin","2016 Bible Society of Myanmar","N2CSY/CLV","CSYCLVN2DA","audio_drama","Latn","csy","CSYCLV"
"Tedim Chin","Common Language version 2004","N2CTD/TEV","CT1TEV","text_plain","Latn","ctd","CTDCLB"
"Tedim Chin","Common Language version 2004","N2CTD/TEV","CT1TEVN2DA","audio_drama","Latn","ctd","CTDCLB"
"Tedim Chin","Common Language version 2004","N2CTD/TEV","CT1TEVN2DA16","audio_drama","Latn","ctd","CTDCLB"
"Tataltepec Chatino","1981 The Bible League","N1CTA/TBL","CTATBLN1DA","audio",NULL,"cta","CTACFB"
"Zokam","Zokam Standard Version","N2CTD/BIV","CTDBIV","text_plain","Latn","ctd","CTDBIV"
"Zokam","Zokam Standard Version","N2CTD/BIV","CTDBIV","text_format","Latn","ctd","CTDBIV"
"Zokam","Zokam International Version","N2CTD/ZIV","CTDZIV","text_plain",NULL,"ctd","CTDZIV"
"Zokam","Zokam International Version","N2CTD/ZIV","CTDZIVN2DA","audio_drama",NULL,"ctd","CTDZIV"
"Zokam","Zokam International Version","N2CTD/ZIV","CTDZIVN2DA16","audio_drama",NULL,"ctd","CTDZIV"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSB","text_plain","Beng","ctg","CTGBSB"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSB","text_format","Beng","ctg","CTGBSB"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSBN1DA","audio","Beng","ctg","CTGBSB"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSBN1DA16","audio","Beng","ctg","CTGBSB"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSBN2DA","audio_drama","Beng","ctg","CTGBSB"
"Chittagonian","BSB Version","N2CTG/BSB","CTGBSBN2DA16","audio_drama","Beng","ctg","CTGBSB"
"Emberá-Catío","Wycliffe Bible Translators Inc.","P2CTO/WYI","CTOWYI","text_plain","Latn","cto","CTOWBT"
"Emberá-Catío","Wycliffe Bible Translators Inc.","P2CTO/WYI","CTOWYIP2DA","audio_drama","Latn","cto","CTOWBT"
"Western Highland Chatino","1992 The Bible League","P1CTP/TBL","CTPTBL","text_plain","Latn","ctp","CTPTBL"
"Western Highland Chatino","1992 The Bible League","P1CTP/TBL","CTPTBLN1DA","audio","Latn","ctp","CTPTBL"
"Chol","Sociedad Bíblica de México","N2CTU/BSM","CTUBSM","text_plain","Latn","ctu","CTUBLI"
"Chol","Sociedad Bíblica de México","N2CTU/BSM","CTUBSMN2DA","audio_drama","Latn","ctu","CTUBLI"
"Chol","Sociedad Bíblica de México","N2CTU/BSM","CTUBSMN2DA16","audio_drama","Latn","ctu","CTUBLI"
"Cubeo","1991 Reprint Wycliffe Bible Translators","N2CUB/WBT","CUBWBT","text_plain","Latn","cub","CUBWBT"
"Usila Chinantec","1985 World Home Bible League","N2CUC/TBL","CUCTBL","text_plain","Latn","cuc","CUCTBL"
"Usila Chinantec","1985 World Home Bible League","N2CUC/TBL","CUCTBLN2DA","audio_drama","Latn","cuc","CUCTBL"
"Usila Chinantec","1985 World Home Bible League","N2CUC/TBL","CUCTBLN2DA16","audio_drama","Latn","cuc","CUCTBL"
"Usila Chinantec","1985 World Home Bible League","N2CUC/TBL","CUCTBLP2DV","video_stream","Latn","cuc","CUCTBL"
"Usila Chinantec","1985 World Home Bible League","S1CUC/TBL","CUCTBLS1DA","audio","Latn","cuc","CUCTBL"
"Cuiba","1987 Wycliffe Bible Translators, Inc","N2CUI/WBT","CUIWBT","text_plain","Latn","cui","CUIWBT"
"Cuiba","1987 Wycliffe Bible Translators, Inc","N2CUI/WBT","CUIWBTN1DA","audio","Latn","cui","CUIWBT"
"Cuiba","1987 Wycliffe Bible Translators, Inc","N2CUI/WBT","CUIWBTN1DA16","audio","Latn","cui","CUIWBT"
"Cuiba","1987 Wycliffe Bible Translators, Inc","N2CUI/WBT","CUIWBTN2DA","audio_drama","Latn","cui","CUIWBT"
"Cuiba","1987 Wycliffe Bible Translators, Inc","N2CUI/WBT","CUIWBTN2DA16","audio_drama","Latn","cui","CUIWBT"
"San Blas Kuna","1995 Wycliffe Bible Translators Inc.","N2CUK/NVS","CUKNVS","text_plain",NULL,"cuk","CUKNVS"
"San Blas Kuna","1995 Wycliffe Bible Translators Inc.","N2CUK/NVS","CUKNVSN2DA","audio_drama",NULL,"cuk","CUKNVS"
"San Blas Kuna","1995 Wycliffe Bible Translators Inc.","N2CUK/NVS","CUKNVSN2DA16","audio_drama",NULL,"cuk","CUKNVS"
"Culina","2014 Wycliffe Bible Translators, Inc","N2CUL/WBT","CULWBT","text_plain","Latn","cul","CULWBT"
"Culina","2014 Wycliffe Bible Translators, Inc","N2CUL/WBT","CULWBTN1DA","audio","Latn","cul","CULWBT"
"Culina","2014 Wycliffe Bible Translators, Inc","N2CUL/WBT","CULWBTN2DA","audio_drama","Latn","cul","CULWBT"
"Culina","2014 Wycliffe Bible Translators, Inc","N2CUL/WBT","CULWBTN2DA16","audio_drama","Latn","cul","CULWBT"
"Kabwa","Wycliffe Bible Translators, Inc","P1CWA/WYI","CWAWYIP1DA","audio",NULL,"cwa","CWAWYI"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBT","text_format","Latn","cwe","CWEPBT"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBT","text_plain","Latn","cwe","CWEPBT"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBTN1DA","audio","Latn","cwe","CWEPBT"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBTN1DA16","audio","Latn","cwe","CWEPBT"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBTN2DA","audio_drama","Latn","cwe","CWEPBT"
"Kwere","2014 Edition","N2CWE/PBT","CWEPBTN2DA16","audio_drama","Latn","cwe","CWEPBT"
"Kuwaataay","2000 Association Traduire la Bible","N2CWT/ATB","CWTATB","text_plain",NULL,"cwt","CWTATB"
"Kuwaataay","2000 Association Traduire la Bible","N2CWT/ATB","CWTATBN2DA","audio_drama",NULL,"cwt","CWTATB"
"Kuwaataay","2000 Association Traduire la Bible","N2CWT/ATB","CWTATBN2DA16","audio_drama",NULL,"cwt","CWTATB"
"Kuwaataay","2000 Association Traduire la Bible","N2CWT/ATB","CWTATBP2DV","video_stream",NULL,"cwt","CWTATB"
"Nopala Chatino","Audio Visuales para América Latina","N2CYA/AVV","CYAAVV","text_plain","Latn","cya","CYAAVV"
"Nopala Chatino","Audio Visuales para América Latina","N2CYA/AVV","CYAAVVN2DA","audio_drama","Latn","cya","CYAAVV"
"Czech","1613 Czech Bible Kralicka","C2CZC/K13","CZCK13","text_plain","Latn","ces","CESK13"
"Zotung Chin","2012 Bibles International","N2CZT/BIV","CZTBIV","text_plain","Latn","czt","CZTBIV"
"Zotung Chin","2016 Edition","N2CZT/BSM","CZTBSM","text_format","Latn","czt","CZTBSM"
"Zotung Chin","2016 Edition","N2CZT/BSM","CZTBSM","text_plain","Latn","czt","CZTBSM"
"Dan East","1991 Wycliffe Bible Translators Inc.","N2DAF/EST","DA1EST","text_plain","Latn","dnj","DNJEST"
"Dan East","1991 Wycliffe Bible Translators Inc.","N2DAF/EST","DA1ESTN2DA","audio_drama","Latn","dnj","DNJEST"
"Dan East","1991 Wycliffe Bible Translators Inc.","N2DAF/EST","DA1ESTN2DA16","audio_drama","Latn","dnj","DNJEST"
"Dan West","1994 Wycliffe Bible Translators Inc.","N2DAF/WST","DA2WST","text_plain","Latn","dnj","DNJWST"
"Dan West","1994 Wycliffe Bible Translators Inc.","N2DAF/WST","DA2WSTN2DA","audio_drama","Latn","dnj","DNJWST"
"Dan West","1994 Wycliffe Bible Translators Inc.","N2DAF/WST","DA2WSTN2DA16","audio_drama","Latn","dnj","DNJWST"
"Dangaléat","2012 Wycliffe Bible Translators, Inc.","N2DAA/WYI","DAAWYI","text_plain","Latn","daa","DAAWYI"
"Dangaléat","2012 Wycliffe Bible Translators, Inc.","N2DAA/WYI","DAAWYIN2DA","audio_drama","Latn","daa","DAAWYI"
"Dangaléat","2012 Wycliffe Bible Translators, Inc.","N2DAA/WYI","DAAWYIN2DA16","audio_drama","Latn","daa","DAAWYI"
"Dangaléat","2012 Wycliffe Bible Translators, Inc.","N2DAA/WYI","DAAWYIP2DV","video_stream","Latn","daa","DAAWYI"
"Marik","2011 Wycliffe Bible Translators, Inc.","N2DAD/WBT","DADWBT","text_plain","Latn","dad","DADWBT"
"Dagbani","2007 Bible Society of Ghana","N1DAG/BSG","DAGBSGN1DA","audio",NULL,"dag","DAGFUL"
"Dagbani","2007 Bible Society of Ghana","N2DAG/BSG","DAGBSGN2DA","audio_drama",NULL,"dag","DAGFUL"
"Dagbani","2007 Bible Society of Ghana","N2DAG/BSG","DAGBSGN2DA16","audio_drama",NULL,"dag","DAGFUL"
"Dagbani","2007 Bible Society of Ghana","N2DAG/BSG","DAGBSGP2DV","video_stream",NULL,"dag","DAGFUL"
"Gwahatike","2000 The Bible Society of Papua New Guinea","N2DAH/PNG","DAHPNG","text_plain","Latn","dah","DAHPNG"
"Gwahatike","2000 The Bible Society of Papua New Guinea","N2DAH/PNG","DAHPNGN1DA","audio","Latn","dah","DAHPNG"
"Gwahatike","2000 The Bible Society of Papua New Guinea","N2DAH/PNG","DAHPNGN2DA","audio_drama","Latn","dah","DAHPNG"
"Gwahatike","2000 The Bible Society of Papua New Guinea","N2DAH/PNG","DAHPNGP2DV","video_stream","Latn","dah","DAHPNG"
"Danish","Bibelen på hverdagsdansk (The Bible in Everyday Danish)","N1DAN/BIB","DANBIBN1DA","audio","Latn","dan","DANBPH"
"Danish","Bibelen på hverdagsdansk (The Bible in Everyday Danish)","N1DAN/BIB","DANBIBN1DA16","audio","Latn","dan","DANBPH"
"Danish","1933 Danish Bible","C2DAN/D33","DAND33","text_plain","Latn","dan","DAND33"
"Dargwa","2013 Institute for Bible Translation, Moscow","P1DAR/IBT","DARIBT","text_plain","Cyrl","dar","DARIBT"
"Dargwa","2013 Institute for Bible Translation, Moscow","P1DAR/IBT","DARIBT","text_format","Cyrl","dar","DARIBT"
"Dargwa","2013 Institute for Bible Translation, Moscow","P1DAR/IBT","DARIBTP1DA","audio","Cyrl","dar","DARIBT"
"Dargwa","2013 Institute for Bible Translation, Moscow","P1DAR/IBT","DARIBTP1DA16","audio","Cyrl","dar","DARIBT"
"Dargwa","2013 Institute for Bible Translation, Moscow","P1DAR/IBT","DARIBTP2DV","video_stream","Cyrl","dar","DARIBT"
"Taita","Bible Society of Kenya, 1997","N2DAV/BSK","DAVBSKN1DA","audio","Latn","dav","DAVBSK"
"Taita","Bible Society of Kenya, 1997","N2DAV/BSK","DAVBSKN1DA16","audio","Latn","dav","DAVBSK"
"Taita","Bible Society of Kenya, 1997","N2DAV/BSK","DAVBSKN2DA","audio_drama","Latn","dav","DAVBSK"
"Taita","Bible Society of Kenya, 1997","N2DAV/BSK","DAVBSKN2DA16","audio_drama","Latn","dav","DAVBSK"
"Taita","Bible Society of Kenya, 1997","N2DAV/BSK","DAVBSKP2DV","video_stream","Latn","dav","DAVBSK"
"Ida'an","Wycliffe Bible Translators, Inc.","P2DBJ/WBT","DBJWBT","text_plain","Latn","dbj","DBJWBT"
"Ida'an","Wycliffe Bible Translators, Inc.","P2DBJ/WBT","DBJWBT","text_format","Latn","dbj","DBJWBT"
"Ida'an","Wycliffe Bible Translators, Inc.","P2DBJ/WBT","DBJWBTP1DA","audio","Latn","dbj","DBJWBT"
"Ida'an","Wycliffe Bible Translators, Inc.","P2DBJ/WBT","DBJWBTP2DA","audio_drama","Latn","dbj","DBJWBT"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYI","text_plain","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYI","text_format","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYIN1DA","audio","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYIN1DA16","audio","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYIN2DA","audio_drama","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYIN2DA16","audio_drama","Latn","dbq","DBQ015"
"Daba","Wycliffe Bible Translators, Inc., 2015","N2DBQ/WYI","DBQWYIP2DV","video_stream","Latn","dbq","DBQ015"
"Dendi (Benin)","2018 Bibles International","N2DDN/BIV","DDNBIV","text_plain","Latn","ddn","DDNBIV"
"Dendi (Benin)","2018 Bibles International","N2DDN/BIV","DDNBIVN1DA","audio","Latn","ddn","DDNBIV"
"Dendi (Benin)","2018 Bibles International","N2DDN/BIV","DDNBIVN2DA","audio_drama","Latn","ddn","DDNBIV"
"Dendi (Benin)","2018 Bibles International","N2DDN/BIV","DDNBIVP2DV","video_stream","Latn","ddn","DDNBIV"
"Dedua","Yoak kekehagocac Dzadzahac gboria nga Mitiyegec","N1DED/WBT","DEDWBT","text_plain","Latn","ded","DEDWBT"
"Dedua","Yoak kekehagocac Dzadzahac gboria nga Mitiyegec","N1DED/WBT","DEDWBT","text_format","Latn","ded","DEDWBT"
"Dedua","Yoak kekehagocac Dzadzahac gboria nga Mitiyegec","N1DED/WBT","DEDWBTN1DA","audio","Latn","ded","DEDWBT"
"Dedua","Yoak kekehagocac Dzadzahac gboria nga Mitiyegec","N1DED/WBT","DEDWBTN1DA16","audio","Latn","ded","DEDWBT"
"Dedua","Dedua Revised","N2DED/WYI","DEDWYI","text_format","Latn","ded","DEDWYI"
"Dedua","Dedua Revised","N2DED/WYI","DEDWYI","text_plain","Latn","ded","DEDWYI"
"Desano","1995, 2013 Wycliffe Bible Translators, Inc.","N2DES/WBT","DESWBT","text_plain","Latn","des","DESWBT"
"Desano","1995, 2013 Wycliffe Bible Translators, Inc.","N2DES/WBT","DESWBT","text_format","Latn","des","DESWBT"
"Desano","1995, 2013 Wycliffe Bible Translators, Inc.","N2DES/WBT","DESWBTN2DA","audio_drama","Latn","des","DESWBT"
"Desano","1995, 2013 Wycliffe Bible Translators, Inc.","N2DES/WBT","DESWBTN2DA16","audio_drama","Latn","des","DESWBT"
"Desano","1995, 2013 Wycliffe Bible Translators, Inc.","S1DES/WBT","DESWBTS1DA","audio","Latn","des","DESWBT"
"German","Hoffnung für alle®","P2DEU/LPF","DEULPFP2DV","video_stream","Latn","deu","DEUHOF"
"Southern Dagaare","2015 Edition","N2DGA/BIV","DGABIV","text_plain","Latn","dga","DGABIV"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSG","text_format","Latn","dga","DGANEW"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSG","text_plain","Latn","dga","DGANEW"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSGN1DA","audio","Latn","dga","DGANEW"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSGN1DA16","audio","Latn","dga","DGANEW"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSGN2DA","audio_drama","Latn","dga","DGANEW"
"Southern Dagaare","New Revised Standard Version","N2DGA/BSG","DGABSGN2DA16","audio_drama","Latn","dga","DGANEW"
"Northern Dagara","2004 Bible Society of Burkina Faso","N2DGI/ABB","DGIABB","text_format",NULL,"dgi","DGIABB"
"Northern Dagara","2004 Bible Society of Burkina Faso","N2DGI/ABB","DGIABB","text_plain",NULL,"dgi","DGIABB"
"Northern Dagara","2004 Bible Society of Burkina Faso","N2DGI/ABB","DGIABBN2DA","audio_drama",NULL,"dgi","DGIABB"
"Northern Dagara","2004 Bible Society of Burkina Faso","N2DGI/ABB","DGIABBN2DA16","audio_drama",NULL,"dgi","DGIABB"
"Northern Dagara","2004 Bible Society of Burkina Faso","N2DGI/ABB","DGIABBP2DV","video_stream",NULL,"dgi","DGIABB"
"Dagara, Wule","2017 Edition","N2DGI/ATA","DGIATAN1DA","audio","Latn","dgi","DGIATA"
"Dagara, Wule","2017 Edition","N2DGI/ATA","DGIATAN2DA","audio_drama","Latn","dgi","DGIATA"
"Dagba","2018 Bibles International","N2DGK/BIV","DGKBIV","text_plain","Latn","dgk","DGKBIV"
"Dagba","2018 Bibles International","N2DGK/BIV","DGKBIV","text_format","Latn","dgk","DGKBIV"
"Dagba","2018 Bibles International","N2DGK/BIV","DGKBIVN1DA","audio","Latn","dgk","DGKBIV"
"Dagba","2018 Bibles International","N2DGK/BIV","DGKBIVN2DA","audio_drama","Latn","dgk","DGKBIV"
"Dagba","2018 Bibles International","N2DGK/BIV","DGKBIVP2DV","video_stream","Latn","dgk","DGKBIV"
"Adangme","1999 Bible Society of Ghana","N2DGM/BSG","DGMBSGN2DA","audio_drama","Latn","ada","ADADFB"
"Adangme","1999 Bible Society of Ghana","N2DGM/BSG","DGMBSGN2DA16","audio_drama","Latn","ada","ADADFB"
"Adangme","1999 Bible Society of Ghana","P1DGM/BSG","DGMBSGP2DV","video_stream","Latn","ada","ADADFB"
"Dogrib","2008 Edition","P1DGR/BSC","DGRBSC","text_format","Latn","dgr","DGRCBS"
"Dogrib","2008 Edition","P1DGR/BSC","DGRBSC","text_plain","Latn","dgr","DGRCBS"
"Dogrib","2008 Edition","P1DGR/BSC","DGRBSCP1DA","audio","Latn","dgr","DGRCBS"
"Daga","1974, 2004 Wycliffe Bible Translators, Inc.","N2DGZ/WBT","DGZWBT","text_plain","Latn","dgz","DGZWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBT","text_format","Latn","did","DIDWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBT","text_plain","Latn","did","DIDWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBTN1DA","audio","Latn","did","DIDWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBTN2DA","audio_drama","Latn","did","DIDWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBTN2DA16","audio_drama","Latn","did","DIDWBT"
"Didinga","Wycliffe Bible Translators, Inc","N2DID/WBT","DIDWBTP2DV","video_stream","Latn","did","DIDWBT"
"Digo","2007 Bible League Intl.","N1DIG/TBL","DIGTBL","text_plain","Latn","dig","DIGTBL"
"Digo","2007 Bible League Intl.","N1DIG/TBL","DIGTBLN1DA","audio","Latn","dig","DIGTBL"
"Digo","2007 Bible League Intl.","N1DIG/TBL","DIGTBLN1DA16","audio","Latn","dig","DIGTBL"
"Digo","2007 Bible League Intl.","N1DIG/TBL","DIGTBLP2DV","video_stream","Latn","dig","DIGTBL"
"Southwestern Dinka","2006 Bible League Intl.","N2DIK/TBL","DIKTBL","text_format","Latn","dik","DIKTBL"
"Southwestern Dinka","2006 Bible League Intl.","N2DIK/TBL","DIKTBL","text_plain","Latn","dik","DIKTBL"
"Southwestern Dinka","2006 Bible League Intl.","N2DIK/TBL","DIKTBLN2DA","audio_drama","Latn","dik","DIKTBL"
"Southwestern Dinka","2006 Bible League Intl.","N2DIK/TBL","DIKTBLN2DA16","audio_drama","Latn","dik","DIKTBL"
"Southwestern Dinka","2006 Bible League Intl.","N2DIK/TBL","DIKTBLP2DV","video_stream","Latn","dik","DIKTBL"
"Northeastern Dinka","2009 Bible Society of South Sudan","N2DIP/BSS","DIPBSS","text_plain",NULL,"dip","DIPBSS"
"Northeastern Dinka","2009 Bible Society of South Sudan","N2DIP/BSS","DIPBSS","text_format",NULL,"dip","DIPBSS"
"Northeastern Dinka","2009 Bible Society of South Sudan","N2DIP/BSS","DIPBSSN2DA","audio_drama",NULL,"dip","DIPBSS"
"Northeastern Dinka","2009 Bible Society of South Sudan","N2DIP/BSS","DIPBSSN2DA16","audio_drama",NULL,"dip","DIPBSS"
"Northeastern Dinka","2009 Bible Society of South Sudan","N2DIP/BSS","DIPBSSP2DV","video_stream",NULL,"dip","DIPBSS"
"Dimli (individual language)","Bible Society in Turkey","P2DIQ/WYI","DIQWYI","text_plain","Latn","diq","DIQWYI"
"Dimli (individual language)","Bible Society in Turkey","P2DIQ/WYI","DIQWYI","text_format","Latn","diq","DIQWYI"
"Dimli (individual language)","Bible Society in Turkey","P2DIQ/WYI","DIQWYIP1DA","audio","Latn","diq","DIQWYI"
"Dimli (individual language)","Bible Society in Turkey","P2DIQ/WYI","DIQWYIP2DA","audio_drama","Latn","diq","DIQWYI"
"Dhivehi","Wycliffe Bible Translators, Inc","P1DIV/WYI","DIVWYI","text_plain","Thaa","div","DIVWYI"
"Dhivehi","Wycliffe Bible Translators, Inc","P1DIV/WYI","DIVWYI","text_format","Thaa","div","DIVWYI"
"Dhivehi","Wycliffe Bible Translators, Inc","P1DIV/WYI","DIVWYIP1DA","audio","Thaa","div","DIVWYI"
"Dhivehi","Wycliffe Bible Translators, Inc","P1DIV/WYI","DIVWYIP1DA16","audio","Thaa","div","DIVWYI"
"Dhivehi","Wycliffe Bible Translators, Inc","P1DIV/WYI","DIVWYIP2DV","video_stream","Thaa","div","DIVWYI"
"Zarma","1977 Bible Society of Cote d'Ivoire","N2DJE/ABC","DJEABCN2DA","audio_drama",NULL,"dje","DJEBSC"
